step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,word_loss
100,12,8e-6,6.013506,408.9144,371.10,0.2404,31.263643
200,25,1.6666667e-5,5.188688,179.2332,56.96,0.0349,26.828079
300,37,2.4666666e-5,4.323465,75.4496,46.28,0.0299,22.316601
400,50,3.3333334e-5,3.655102,38.6715,47.35,0.0294,19.001396
500,62,4.1333333e-5,3.183042,24.1200,47.74,0.0309,16.555967
600,75,5e-5,2.799196,16.4314,55.73,0.0350,14.585567
700,87,5.7999998e-5,2.505241,12.2465,49.96,0.0305,12.992576
800,100,6.666667e-5,2.274665,9.7247,47.20,0.0295,11.916879
900,112,7.466666e-5,2.063538,7.8738,46.28,0.0287,10.663685
1000,125,8.333333e-5,1.936091,6.9316,46.27,0.0313,10.135177
1100,137,9.1333335e-5,1.824828,6.2017,51.27,0.0301,9.491009
1200,150,9.999986e-5,1.686600,5.4011,46.93,0.0302,8.683622
1300,162,9.999983e-5,1.587998,4.8939,46.36,0.0303,8.248915
1400,175,9.99998e-5,1.524108,4.5910,43.08,0.0277,7.879730
1500,187,9.999979e-5,1.457128,4.2936,44.18,0.0291,7.590655
1600,200,9.999974e-5,1.454562,4.2826,41.30,0.0271,7.653195
1700,212,9.9999714e-5,1.368082,3.9278,42.44,0.0261,7.103899
1800,225,9.9999685e-5,1.347406,3.8474,45.10,0.0260,7.021005
1900,237,9.999964e-5,1.300633,3.6716,42.50,0.0271,6.802567
2000,250,9.99996e-5,1.262251,3.5334,42.24,0.0263,6.577930
2100,262,9.999957e-5,1.244012,3.4695,47.40,0.0298,6.519078
2200,275,9.9999525e-5,1.219125,3.3842,43.79,0.0251,6.335059
2300,287,9.999948e-5,1.163423,3.2009,42.16,0.0282,6.051899
2400,300,9.999944e-5,1.173217,3.2324,41.57,0.0271,6.130157
2500,312,9.999939e-5,1.112589,3.0422,41.79,0.0251,5.756450
2600,325,9.9999335e-5,1.097925,2.9979,42.01,0.0265,5.707294
2700,337,9.999928e-5,1.115165,3.0501,41.61,0.0263,5.889209
2800,350,9.999923e-5,1.083546,2.9551,41.56,0.0260,5.620142
2900,362,9.9999175e-5,1.056242,2.8755,43.81,0.0284,5.499684
3000,375,9.999912e-5,1.013503,2.7552,45.68,0.0307,5.218645
